OrganizationIdentifier	OrganizationFormalName	ActivityIdentifier	ActivityTypeCode	ActivityMediaName	ActivityMediaSubdivisionName	ActivityStartDate	ActivityStartTime/Time	ActivityStartTime/TimeZoneCode	ActivityEndDate	ActivityEndTime/Time	ActivityEndTime/TimeZoneCode	ActivityRelativeDepthName	ActivityDepthHeightMeasure/MeasureValue	ActivityDepthHeightMeasure/MeasureUnitCode	ActivityDepthAltitudeReferencePointText	ActivityTopDepthHeightMeasure/MeasureValue	ActivityTopDepthHeightMeasure/MeasureUnitCode	ActivityBottomDepthHeightMeasure/MeasureValue	ActivityBottomDepthHeightMeasure/MeasureUnitCode	ProjectIdentifier	ActivityConductingOrganizationText	MonitoringLocationIdentifier	ActivityCommentText	SampleAquifer	HydrologicCondition	HydrologicEvent	ActivityLocation/LatitudeMeasure	ActivityLocation/LongitudeMeasure	ActivityLocation/SourceMapScaleNumeric	ActivityLocation/HorizontalAccuracyMeasure/MeasureValue	ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode	ActivityLocation/HorizontalCollectionMethodName	ActivityLocation/HorizontalCoordinateReferenceSystemDatumName	AssemblageSampledName	CollectionDuration/MeasureValue	CollectionDuration/MeasureUnitCode	SamplingComponentName	SamplingComponentPlaceInSeriesNumeric	ReachLengthMeasure/MeasureValue	ReachLengthMeasure/MeasureUnitCode	ReachWidthMeasure/MeasureValue	ReachWidthMeasure/MeasureUnitCode	PassCount	NetTypeName	NetSurfaceAreaMeasure/MeasureValue	NetSurfaceAreaMeasure/MeasureUnitCode	NetMeshSizeMeasure/MeasureValue	NetMeshSizeMeasure/MeasureUnitCode	BoatSpeedMeasure/MeasureValue	BoatSpeedMeasure/MeasureUnitCode	CurrentSpeedMeasure/MeasureValue	CurrentSpeedMeasure/MeasureUnitCode	ToxicityTestType	SampleCollectionMethod/MethodIdentifier	SampleCollectionMethod/MethodIdentifierContext	SampleCollectionMethod/MethodName	SampleCollectionMethod/MethodQualifierTypeName	SampleCollectionMethod/MethodDescriptionText	SampleCollectionEquipmentName	SampleCollectionMethod/SampleCollectionEquipmentCommentText	SamplePreparationMethod/MethodIdentifier	SamplePreparationMethod/MethodIdentifierContext	SamplePreparationMethod/MethodName	SamplePreparationMethod/MethodQualifierTypeName	SamplePreparationMethod/MethodDescriptionText	SampleContainerTypeName	SampleContainerColorName	ChemicalPreservativeUsedName	ThermalPreservativeUsedName	SampleTransportStorageDescription	DataLoggerLine	ResultDetectionConditionText	MethodSpecificationName	CharacteristicName	ResultSampleFractionText	ResultMeasureValue	ResultMeasure/MeasureUnitCode	MeasureQualifierCode	ResultStatusIdentifier	StatisticalBaseCode	ResultValueTypeName	ResultWeightBasisText	ResultTimeBasisText	ResultTemperatureBasisText	ResultParticleSizeBasisText	PrecisionValue	DataQuality/BiasValue	ConfidenceIntervalValue	UpperConfidenceLimitValue	LowerConfidenceLimitValue	ResultCommentText	USGSPCode	ResultDepthHeightMeasure/MeasureValue	ResultDepthHeightMeasure/MeasureUnitCode	ResultDepthAltitudeReferencePointText	ResultSamplingPointName	BiologicalIntentName	BiologicalIndividualIdentifier	SubjectTaxonomicName	UnidentifiedSpeciesIdentifier	SampleTissueAnatomyName	GroupSummaryCountWeight/MeasureValue	GroupSummaryCountWeight/MeasureUnitCode	CellFormName	CellShapeName	HabitName	VoltismName	TaxonomicPollutionTolerance	TaxonomicPollutionToleranceScaleText	TrophicLevelName	FunctionalFeedingGroupName	TaxonomicDetailsCitation/ResourceTitleName	TaxonomicDetailsCitation/ResourceCreatorName	TaxonomicDetailsCitation/ResourceSubjectText	TaxonomicDetailsCitation/ResourcePublisherName	TaxonomicDetailsCitation/ResourceDate	TaxonomicDetailsCitation/ResourceIdentifier	FrequencyClassDescriptorCode	FrequencyClassDescriptorUnitCode	LowerClassBoundValue	UpperClassBoundValue	ResultAnalyticalMethod/MethodIdentifier	ResultAnalyticalMethod/MethodIdentifierContext	ResultAnalyticalMethod/MethodName	ResultAnalyticalMethod/MethodQualifierTypeName	MethodDescriptionText	LaboratoryName	AnalysisStartDate	AnalysisStartTime/Time	AnalysisStartTime/TimeZoneCode	AnalysisEndDate	AnalysisEndTime/Time	AnalysisEndTime/TimeZoneCode	ResultLaboratoryCommentCode	ResultLaboratoryCommentText	DetectionQuantitationLimitTypeName	DetectionQuantitationLimitMeasure/MeasureValue	DetectionQuantitationLimitMeasure/MeasureUnitCode	LaboratoryAccreditationIndicator	LaboratoryAccreditationAuthorityName	TaxonomistAccreditationIndicator	TaxonomistAccreditationAuthorityName	LabSamplePreparationMethod/MethodIdentifier	LabSamplePreparationMethod/MethodIdentifierContext	LabSamplePreparationMethod/MethodName	LabSamplePreparationMethod/MethodQualifierTypeName	LabSamplePreparationMethod/MethodDescriptionText	PreparationStartDate	PreparationStartTime/Time	PreparationStartTime/TimeZoneCode	PreparationEndDate	PreparationEndTime/Time	PreparationEndTime/TimeZoneCode	SubstitutionDilutionFactorNumeric	ProviderName
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB170126:SR:WB:	Sample-Routine	Water		2017-01-26	08:35:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OUB					20.7944800000	-156.5814200000																															Water Bottle														as N	Ammonium	Filtered, field	5.32	ug/l		Final		Actual																																									350.1	USEPA	Ammonia Nitrogen by Colorimetry		https://www.nemi.gov/methods/method_summary/5405/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RCB160726:FM:PS:DO:	Field Msr/Obs	Water		2016-07-26	08:36:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RCB					20.9103470000	-156.6893820000																															Probe/Sensor	HACH LDO101														Dissolved oxygen (DO)		6.57	mg/l		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM161006:FM:PS:TS:	Field Msr/Obs	Water		2016-10-06	08:15:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OMM					20.8091500000	-156.6066100000																															Probe/Sensor	HACH CDC401														Temperature, water		26.7	deg C		Final		Actual																																									2550	APHA	Temperature of Water by Thermometer																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP160713:SR:WB:	Sample-Routine	Water		2016-07-13	09:20:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OLP					20.8423600000	-156.6530350000																															Water Bottle														as P	Orthophosphate	Filtered, field	6.06	ug/l		Final		Actual																																									365.5	USEPA	Orthophosphate in Water by Colorimetry		https://www.nemi.gov/methods/method_summary/7231/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH160907:FM:PS:DO:	Field Msr/Obs	Water		2016-09-07	08:46:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLH					20.8648500000	-156.6737400000																															Probe/Sensor	HACH LDO101														Dissolved oxygen saturation		94.2	%		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM161215:SR:WB:	Sample-Routine	Water		2016-12-15	08:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OMM					20.8091500000	-156.6066100000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	12.41	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF160713:SR:WB:	Sample-Routine	Water		2016-07-13	07:35:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PFF					20.8673200000	-156.6760500000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	3.10	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM170330:FM:PS:PH:	Field Msr/Obs	Water		2017-03-30	07:20:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPM					20.8084440000	-156.6196970000																															Probe/Sensor	HACH PHC101														pH		8.02	None		Final		Actual																																									8156	HACH	pH in Water		https://www.nemi.gov/methods/method_summary/4724/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT161102:FM:WB:	Field Msr/Obs	Water		2016-11-02	09:17:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLT					20.8635600000	-156.6729700000																															Water Bottle	HACH 2100Q														Turbidity		4.18	NTU		Final		Actual																																									180.1	USEPA	Turbidity by Nephelometry		https://www.nemi.gov/methods/method_summary/5217/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM160825:SR:WB:	Sample-Routine	Water		2016-08-25	08:00:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OMM					20.8091500000	-156.6066100000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	5.63	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OSF160713:SR:WB:	Sample-Routine	Water		2016-07-13	09:48:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OSF					20.8091600000	-156.6228900000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	5.10	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT161214:SR:WB:	Sample-Routine	Water		2016-12-14	09:18:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLT					20.8635600000	-156.6729700000																															Water Bottle															Silicate	Filtered, field	669.23	ug/l		Final		Actual																																									366	USEPA	Silicate by Colorimetry		https://www.nemi.gov/methods/method_summary/4661/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OSF160713:FM:PS:TS:	Field Msr/Obs	Water		2016-07-13	09:48:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OSF					20.8091600000	-156.6228900000																															Probe/Sensor	HACH CDC401														Temperature, water		28.0	deg C		Final		Actual																																									2550	APHA	Temperature of Water by Thermometer																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKS160628:SR:WB:	Sample-Routine	Water		2016-06-28	07:54:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RKS					20.9493310000	-156.6911240000																															Water Bottle															Silicate	Filtered, field	1435.92	ug/l		Final		Actual																																									366	USEPA	Silicate by Colorimetry		https://www.nemi.gov/methods/method_summary/4661/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RPO160726:FM:WB:	Field Msr/Obs	Water		2016-07-26	07:21:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RPO					20.9670830000	-156.6813900000																															Water Bottle	HACH 2100Q														Turbidity		9.22	NTU		Final		Actual																																									180.1	USEPA	Turbidity by Nephelometry		https://www.nemi.gov/methods/method_summary/5217/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RCB160712:SR:WB:	Sample-Routine	Water		2016-07-12	08:38:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RCB					20.9103470000	-156.6893820000																															Water Bottle														as P	Orthophosphate	Filtered, field	8.49	ug/l		Final		Actual																																									365.5	USEPA	Orthophosphate in Water by Colorimetry		https://www.nemi.gov/methods/method_summary/7231/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP161215:FM:PS:TS:	Field Msr/Obs	Water		2016-12-15	09:30:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPP					20.7927470000	-156.5673260000																															Probe/Sensor	HACH CDC401														Temperature, water		25.3	deg C		Final		Actual																																									2550	APHA	Temperature of Water by Thermometer																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PPU161005:FM:PS:TS:	Field Msr/Obs	Water		2016-10-05	09:35:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PPU					20.8592330000	-156.6694420000																															Probe/Sensor	HACH CDC401														Temperature, water		28.3	deg C		Final		Actual																																									2550	APHA	Temperature of Water by Thermometer																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RPO160809:SR:WB:	Sample-Routine	Water		2016-08-09	07:20:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RPO					20.9670830000	-156.6813900000																															Water Bottle														as P	Total Phosphorus, mixed forms	Filtered, field	18.41	ug/l		Final		Actual																																									4500-P	APHA	4500 P ~ Phosphorus in  water and wastewater																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM170105:SR:WB:	Sample-Routine	Water		2017-01-05	07:30:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OMM					20.8091500000	-156.6066100000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	9.83	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP170330:FM:PS:DO:	Field Msr/Obs	Water		2017-03-30	09:20:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPP					20.7927470000	-156.5673260000																															Probe/Sensor	HACH LDO101														Dissolved oxygen (DO)		6.79	mg/l		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP160616:SR:WB:	Sample-Routine	Water		2016-06-16	10:00:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPP					20.7927470000	-156.5673260000																															Water Bottle														as N	Ammonium	Filtered, field	4.45	ug/l		Final		Actual																																									350.1	USEPA	Ammonia Nitrogen by Colorimetry		https://www.nemi.gov/methods/method_summary/5405/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RCB161004:FM:PS:TS:	Field Msr/Obs	Water		2016-10-04	08:35:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RCB					20.9103470000	-156.6893820000																															Probe/Sensor	HACH CDC401														Salinity		34.0	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB170307:SR:WB:	Sample-Routine	Water		2017-03-07	08:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	11.25	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB170126:SR:WB:	Sample-Routine	Water		2017-01-26	08:55:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Water Bottle														as N	Total Nitrogen, mixed forms	Filtered, field	75.92	ug/l		Final		Actual																																									4500-N	APHA	4500 N ~ 4500-N Nitrogen																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO161201:FM:PS:DO:	Field Msr/Obs	Water		2016-12-01	07:40:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OCO					20.8098600000	-156.6136900000																															Probe/Sensor	HACH LDO101														Dissolved oxygen (DO)		6.53	mg/l		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH170125:FM:PS:DO:	Field Msr/Obs	Water		2017-01-25	08:50:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLH					20.8648500000	-156.6737400000																															Probe/Sensor	HACH LDO101														Dissolved oxygen (DO)		6.22	mg/l		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB161201:SR:WB:	Sample-Routine	Water		2016-12-01	08:20:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OUB					20.7944800000	-156.5814200000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	1.68	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB161215:SR:WB:	Sample-Routine	Water		2016-12-15	09:18:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	18.82	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP160714:FM:PS:DO:	Field Msr/Obs	Water		2016-07-14	09:48:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPP					20.7927470000	-156.5673260000																															Probe/Sensor	HACH LDO101														Dissolved oxygen saturation		106.7	%		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO160825:FM:PS:PH:	Field Msr/Obs	Water		2016-08-25	07:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OCO					20.8098600000	-156.6136900000																															Probe/Sensor	HACH PHC101														pH		7.99	None		Final		Actual																																									8156	HACH	pH in Water		https://www.nemi.gov/methods/method_summary/4724/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA160726:FM:WB:	Field Msr/Obs	Water		2016-07-26	08:59:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RWA					20.9044760000	-156.6859310000																															Water Bottle	HACH 2100Q														Turbidity		3.22	NTU		Final		Actual																																									180.1	USEPA	Turbidity by Nephelometry		https://www.nemi.gov/methods/method_summary/5217/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA161115:SR:WB:	Sample-Routine	Water		2016-11-15	09:05:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RWA					20.9044760000	-156.6859310000																															Water Bottle														as N	Total Nitrogen, mixed forms	Filtered, field	88.51	ug/l		Final		Actual																																									4500-N	APHA	4500 N ~ 4500-N Nitrogen																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP170309:FM:PS:PH:	Field Msr/Obs	Water		2017-03-09	08:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPP					20.7927470000	-156.5673260000																															Probe/Sensor	HACH PHC101														pH		8.14	None		Final		Actual																																									8156	HACH	pH in Water		https://www.nemi.gov/methods/method_summary/4724/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP160907:FM:PS:DO:	Field Msr/Obs	Water		2016-09-07	09:10:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OLP					20.8423600000	-156.6530350000																															Probe/Sensor	HACH LDO101														Dissolved oxygen saturation		97.8	%		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF160615:SR:WB:	Sample-Routine	Water		2016-06-15	07:37:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PFF					20.8673200000	-156.6760500000																															Water Bottle														as P	Orthophosphate	Filtered, field	7.82	ug/l		Final		Actual																																									365.5	USEPA	Orthophosphate in Water by Colorimetry		https://www.nemi.gov/methods/method_summary/7231/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF160824:FM:PS:TS:	Field Msr/Obs	Water		2016-08-24	07:32:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PFF					20.8673200000	-156.6760500000																															Probe/Sensor	HACH CDC401														Temperature, water		27.9	deg C		Final		Actual																																									2550	APHA	Temperature of Water by Thermometer																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP161020:SR:WB:	Sample-Routine	Water		2016-10-20	09:10:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPP					20.7927470000	-156.5673260000																															Water Bottle														as P	Total Phosphorus, mixed forms	Filtered, field	9.36	ug/l		Final		Actual																																									4500-P	APHA	4500 P ~ Phosphorus in  water and wastewater																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM160922:SR:WB:	Sample-Routine	Water		2016-09-22	08:21:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OMM					20.8091500000	-156.6066100000																															Water Bottle														as N	Ammonium	Filtered, field	13.77	ug/l		Final		Actual																																									350.1	USEPA	Ammonia Nitrogen by Colorimetry		https://www.nemi.gov/methods/method_summary/5405/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP160907:SR:WB:	Sample-Routine	Water		2016-09-07	09:10:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OLP					20.8423600000	-156.6530350000																															Water Bottle															Silicate	Filtered, field	70.91	ug/l		Final		Actual																																									366	USEPA	Silicate by Colorimetry		https://www.nemi.gov/methods/method_summary/4661/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB160809:FM:PS:TS:	Field Msr/Obs	Water		2016-08-09	08:11:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Probe/Sensor	HACH CDC401														Salinity		35.4	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OSF160824:SR:WB:	Sample-Routine	Water		2016-08-24	10:00:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OSF					20.8091600000	-156.6228900000																															Water Bottle														as N	Ammonium	Filtered, field	3.72	ug/l		Final		Actual																																									350.1	USEPA	Ammonia Nitrogen by Colorimetry		https://www.nemi.gov/methods/method_summary/5405/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB161117:FM:PS:TS:	Field Msr/Obs	Water		2016-11-17	09:15:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Probe/Sensor	HACH CDC401														Salinity		34.7	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB160712:FM:WB:	Field Msr/Obs	Water		2016-07-12	08:16:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Water Bottle	HACH 2100Q														Turbidity		0.94	NTU		Final		Actual																																									180.1	USEPA	Turbidity by Nephelometry		https://www.nemi.gov/methods/method_summary/5217/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB160922:SR:WB:	Sample-Routine	Water		2016-09-22	09:07:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	4.01	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
